     Seg_#     Arr_time     Del_Time    Stall_Dur    Rep_Level     Del_Rate     Act_Rate    Byte_Size   Buff_Level      Algorithm   Seg_Dur   Codec   Width   Height     FPS   Play_Pos        RTT   Seg_Repl   Protocol     P.1203       Clae     Duanmu            Yin             Yu
        19        30797         1063            0           45           94           50        12549         7349   bba2XL-double      2000    h264     320      240      24      36000    119.956   no   HTTP/3.0      0.000      0.000     47.758       4618.066          0.401
        20        32898         2098            0           89           95           99        24929         7249   bba2XL-double      2000    h264     320      240      24      38000    121.959   no   HTTP/3.0      0.000      0.000     47.641       4663.718          0.385
        21        34753         1854            0           89           94           88        22000         7394   bba2XL-double      2000    h264     320      240      24      40000    123.197   no   HTTP/3.0      0.000      0.000     47.542       4753.001          0.371
        22        36416         1662            0           89           94           78        19650         7732   bba2XL-double      2000    h264     320      240      24      42000    124.126   no   HTTP/3.0      0.000      0.000     47.452       4842.284          0.359
        23        39408         2991            0          131           94          141        35423         6740   bba2XL-double      2000    h264     320      240      24      44000    121.435   no   HTTP/3.0      0.000      0.000     47.376       4931.567          0.349
        24        39787          377            0           89          518           97        24444         8362   bba2XL-double      2000    h264     320      240      24      46000    121.880   no   HTTP/3.0      0.000      0.000     47.294       4979.046          0.338
        25        40112          324            0          131          863          139        34990        10037   bba2XL-double      2000    h264     320      240      24      48000     44.024   no   HTTP/3.0      0.000      0.000     47.231       5068.329          0.330
        26        40504          390            0          178          941          183        45911        11646   bba2XL-double      2000    h264     480      360      24      50000     44.562   no   HTTP/3.0      0.000      0.000     47.185       5199.416          0.324
        27        40958          452            0          221          942          213        53277        13192   bba2XL-double      2000    h264     480      360      24      52000     44.721   no   HTTP/3.0      0.000      0.000     47.154       5377.767          0.320
        28        41619          659            0          262          903          297        74397        14532   bba2XL-double      2000    h264     480      360      24      54000     43.899   no   HTTP/3.0      0.000      0.000     47.136       5599.367          0.318
        29        42119          498            0          334          935          232        58241        16032   bba2XL-double      2000    h264     480      360      24      56000     44.530   no   HTTP/3.0      0.000      0.000     47.137       5861.904          0.319
        30        42582          460            0          396          942          216        54221        17570   bba2XL-double      2000    h264     480      360      24      58000     45.033   no   HTTP/3.0      0.000      0.002     47.152       6196.253          0.321
        31        43514          930            0          522          948          441       110288        18638   bba2XL-double      2000    h264     854      480      24      60000     43.645   no   HTTP/3.0      0.000      0.018     47.197       6592.379          0.328
        32        44636         1120            0          595          947          530       132674        19516   bba2XL-double      2000    h264     854      480      24      62000     44.299   no   HTTP/3.0      0.000      0.034     47.254       7114.665          0.336
        33        46180         1542            0          791          948          731       182888        19972   bba2XL-double      2000    h264    1280      720      24      64000     44.949   no   HTTP/3.0      0.000      0.048     47.351       7710.156          0.350
        34        48610         2428            0         1032          950         1153       288335        19542   bba2XL-double      2000    h264    1280      720      24      66000     44.821   no   HTTP/3.0      0.000      0.055     47.494       8501.338          0.370
        35        63922         1660            0           45           60           50        12561         6231   bba2XL-double      2000    h264     320      240      24      68000    715.620   no   HTTP/3.0      0.000      0.045     47.451       7559.960          0.361
        36        64882          955            0           45           94           45        11274         7272   bba2XL-double      2000    h264     320      240      24      70000    119.355   no   HTTP/3.0      0.000      0.037     47.389       7605.612          0.352
        37        66534         1650            0           89           94           78        19587         7620   bba2XL-double      2000    h264     320      240      24      72000    121.040   no   HTTP/3.0      0.000      0.032     47.336       7651.264          0.345
        38        69465         2928            0          131           94          139        34754         6690   bba2XL-double      2000    h264     320      240      24      74000    121.724   no   HTTP/3.0      0.000      0.030     47.294       7740.547          0.339
        39        71440         1973            0           89           94           93        23426         6716   bba2XL-double      2000    h264     320      240      24      76000    121.608   no   HTTP/3.0      0.000      0.026     47.246       7788.026          0.333
        40        72575         1133            0           45           94           53        13337         7582   bba2XL-double      2000    h264     320      240      24      78000    122.173   no   HTTP/3.0      0.000      0.019     47.193       7790.047          0.326
        41        74457         1881            0           89           94           89        22294         7700   bba2XL-double      2000    h264     320      240      24      80000    126.001   no   HTTP/3.0      0.000      0.016     47.150       7835.699          0.320
        42        77499         3041            0          131           94          144        36077         6658   bba2XL-double      2000    h264     320      240      24      82000    123.244   no   HTTP/3.0      0.000      0.015     47.116       7924.982          0.315
        43        79340         1838            0           89           94           87        21809         6818   bba2XL-double      2000    h264     320      240      24      84000    121.529   no   HTTP/3.0      0.000      0.012     47.077       7972.461          0.310
        44        79670          328            0           45          285           46        11705         8488   bba2XL-double      2000    h264     320      240      24      86000    121.140   no   HTTP/3.0      0.000      0.007     47.033       7974.482          0.304
        45        79930          258            0           89          627           80        20237        10228   bba2XL-double      2000    h264     320      240      24      88000     44.033   no   HTTP/3.0      0.000      0.005     46.998       8020.134          0.299
        46        80138          205            0          131         1018          104        26092        12020   bba2XL-double      2000    h264     320      240      24      90000     43.709   no   HTTP/3.0      0.000      0.005     46.970       8109.417          0.296
        47        80351          210            0          178         1690          177        44363        13808   bba2XL-double      2000    h264     480      360      24      92000     43.947   no   HTTP/3.0      0.000      0.007     46.951       8240.504          0.293
        48        80618          265            0          221         1731          229        57365        15541   bba2XL-double      2000    h264     480      360      24      94000     43.584   no   HTTP/3.0      0.000      0.011     46.939       8418.855          0.292
        49        80939          318            0          262         1755          279        69774        17221   bba2XL-double      2000    h264     480      360      24      96000     44.743   no   HTTP/3.0      0.000      0.016     46.933       8640.455          0.291
        50        81186          245            0          334         1714          210        52500        18974   bba2XL-double      2000    h264     480      360      24      98000     44.400   no   HTTP/3.0      0.000      0.023     46.938       8902.992          0.292
        51        81567          379            0          396         1768          335        83784        20593   bba2XL-double      2000    h264     480      360      24     100000     44.994   no   HTTP/3.0      0.000      0.030     46.951       9237.341          0.294
