     Seg_#     Arr_time     Del_Time    Stall_Dur    Rep_Level     Del_Rate     Act_Rate    Byte_Size   Buff_Level      Algorithm   Seg_Dur   Codec   Width   Height     FPS   Play_Pos        RTT   Seg_Repl   Protocol     P.1203       Clae     Duanmu            Yin             Yu
        15         6207         1498            0         1244         1872         1402       350559        23801           bba2      2000    h264    1280      720      24      28000     44.515   no   HTTP/3.0      0.000      0.104     47.640       4737.582          0.396
        16         8410         2201            0         1546         1883         2072       518104        23598           bba2      2000    h264    1280      720      24      30000     43.393   no   HTTP/3.0      0.000      0.062     48.155       5982.360          0.468
        17        16885         8473            0         1546          440         1865       466331        17124           bba2      2000    h264    1280      720      24      32000     42.077   no   HTTP/3.0      0.000      0.057     48.599       7529.262          0.531
        18        40682        23795         6672         1244          111         1330       332648         2000           bba2      2000    h264    1280      720      24      34000    122.297   no   HTTP/3.0      0.000      0.092     59.973      28487.916        -19.538
        19        43050         2365          368         1032          943         1115       278978         2000           bba2      2000    h264    1280      720      24      36000     44.939   no   HTTP/3.0      0.000      0.131     60.109      30412.502        -19.513
        20        44824         1773            0          791          950          842       210600         2226           bba2      2000    h264    1280      720      24      38000     43.899   no   HTTP/3.0      0.000      0.164     49.684      10946.184        -21.834
        21        46238         1412            0          595          948          669       167379         2813           bba2      2000    h264     854      480      24      40000     45.634   no   HTTP/3.0      0.000      0.184     49.133      10241.984          0.605
        22        47455         1216            0          522          948          576       144112         3596           bba2      2000    h264     854      480      24      42000     45.507   no   HTTP/3.0      0.000      0.198     49.104      10691.065          0.601
        23        48447          989            0          396          948          469       117268         4605           bba2      2000    h264     480      360      24      44000     44.200   no   HTTP/3.0      0.000      0.200     49.041      10961.031          0.592
        24        49261          812            0          334          946          384        96101         5791           bba2      2000    h264     480      360      24      46000     45.847   no   HTTP/3.0      0.000      0.198     48.963      11233.603          0.581
        25        49859          596            0          262          944          281        70368         7193           bba2      2000    h264     480      360      24      48000     45.755   no   HTTP/3.0      0.000      0.190     48.872      11424.328          0.568
        26        52370         2510            0          221          186          233        58399         6682           bba2      2000    h264     480      360      24      50000     43.200   no   HTTP/3.0      0.000      0.179     48.775      11604.991          0.555
        27        56018         3645            0          178           94          172        43230         5035           bba2      2000    h264     480      360      24      52000    122.135   no   HTTP/3.0      0.000      0.165     48.675      11740.093          0.541
        28        59133         3113            0          131           95          147        36990         3921           bba2      2000    h264     320      240      24      54000    121.901   no   HTTP/3.0      0.000      0.149     48.570      11823.916          0.526
        29        60775         1638            0           89           94           77        19313         4280           bba2      2000    h264     320      240      24      56000    120.612   no   HTTP/3.0      0.000      0.130     48.463      11871.395          0.511
        30        61783         1006            0           45           95           48        12042         5272           bba2      2000    h264     320      240      24      58000    109.514   no   HTTP/3.0      0.000      0.109     48.352      11873.416          0.496
        31        62725          941            0           45           94           44        11071         6331           bba2      2000    h264     320      240      24      60000    123.423   no   HTTP/3.0      0.000      0.090     48.250      11919.068          0.481
        32        63751         1024            0           45           94           48        12107         7305           bba2      2000    h264     320      240      24      62000    121.542   no   HTTP/3.0      0.000      0.074     48.155      11964.720          0.468
        33        65376         1623            0           89           94           77        19254         7681           bba2      2000    h264     320      240      24      64000    121.351   no   HTTP/3.0      0.000      0.062     48.073      12010.372          0.456
        34        68401         3022            0          131           94          143        35867         6656           bba2      2000    h264     320      240      24      66000    120.479   no   HTTP/3.0      0.000      0.055     48.004      12099.655          0.447
        35        70522         2118            0           89           95          100        25180         6536           bba2      2000    h264     320      240      24      68000    121.817   no   HTTP/3.0      0.000      0.045     47.931      12147.134          0.436
        36        71482          957            0           45           94           45        11274         7577           bba2      2000    h264     320      240      24      70000    122.166   no   HTTP/3.0      0.000      0.033     47.853      12149.155          0.426
        37        73132         1649            0           89           95           78        19587         7927           bba2      2000    h264     320      240      24      72000    121.296   no   HTTP/3.0      0.000      0.025     47.788      12194.807          0.417
        38        76067         2934            0          131           94          139        34754         6993           bba2      2000    h264     320      240      24      74000    123.248   no   HTTP/3.0      0.000      0.021     47.734      12284.090          0.409
        39        78042         1972            0           89           95           93        23426         7018           bba2      2000    h264     320      240      24      76000    121.275   no   HTTP/3.0      0.000      0.014     47.676      12331.569          0.401
        40        80134         2089            0           89          100          104        26240         6927           bba2      2000    h264     320      240      24      78000    120.704   no   HTTP/3.0      0.000      0.008     47.621      12420.852          0.393
        41        80219           84            0           45         1061           44        11147         8842           bba2      2000    h264     320      240      24      80000     42.227   no   HTTP/3.0      0.000      0.000     47.561      12422.873          0.385
        42        80578          357            0           89          551           98        24607        10483           bba2      2000    h264     320      240      24      82000     42.868   no   HTTP/3.0      0.000      0.000     47.510      12468.525          0.378
        43        80760          179            0          131         1188          106        26588        12302           bba2      2000    h264     320      240      24      84000     43.976   no   HTTP/3.0      0.000      0.000     47.469      12557.808          0.372
        44        80983          221            0          178         1710          189        47251        14079           bba2      2000    h264     480      360      24      86000     43.234   no   HTTP/3.0      0.000      0.000     47.438      12688.895          0.367
        45        81198          212            0          221         1689          179        44772        15865           bba2      2000    h264     480      360      24      88000     44.124   no   HTTP/3.0      0.000      0.000     47.414      12867.246          0.364
        46        81445          245            0          262         1709          209        52364        17618           bba2      2000    h264     480      360      24      90000     45.289   no   HTTP/3.0      0.000      0.000     47.398      13088.846          0.362
        47        81682          235            0          334         1717          201        50441        19381           bba2      2000    h264     480      360      24      92000     43.710   no   HTTP/3.0      0.000      0.006     47.393      13351.383          0.361
        48        81995          312            0          396         1761          274        68679        21068           bba2      2000    h264     480      360      24      94000     43.437   no   HTTP/3.0      0.000      0.014     47.398      13685.732          0.362
        49        82584          586            0          522         1822          534       133506        22480           bba2      2000    h264     854      480      24      96000     44.746   no   HTTP/3.0      0.000      0.024     47.421      14081.858          0.365
        50        83017          431            0          595         1801          388        97029        24047           bba2      2000    h264     854      480      24      98000     44.139   no   HTTP/3.0      0.000      0.035     47.453      14604.144          0.370
        51        83773          753            0          791         1840          692       173226        25292           bba2      2000    h264    1280      720      24     100000     44.923   no   HTTP/3.0      0.000      0.045     47.513      15199.635          0.378
