     Seg_#     Arr_time     Del_Time    Stall_Dur    Rep_Level     Del_Rate     Act_Rate    Byte_Size   Buff_Level      Algorithm   Seg_Dur   Codec   Width   Height     FPS   Play_Pos        RTT   Seg_Repl   Protocol     P.1203       Clae     Duanmu            Yin             Yu
        18        29506         1278            0           46           67           43        10806         6633   bba2XL-double      2000    h264     320      240      24      34000    484.410   no   HTTP/3.0      0.000      0.019     47.860       4599.824          0.416
        19        30531         1021            0           46           94           48        12094         7609   bba2XL-double      2000    h264     320      240      24      36000    120.584   no   HTTP/3.0      0.000      0.000     47.724       4646.143          0.397
        20        32411         1879            0           90           95           89        22317         7729   bba2XL-double      2000    h264     320      240      24      38000    122.929   no   HTTP/3.0      0.000      0.000     47.609       4692.462          0.382
        21        35468         3056            0          131           94          144        36185         6672   bba2XL-double      2000    h264     320      240      24      40000    123.858   no   HTTP/3.0      0.000      0.000     47.519       4783.017          0.370
        22        37499         2028            0           90           94           95        23915         6642   bba2XL-double      2000    h264     320      240      24      42000    126.692   no   HTTP/3.0      0.000      0.000     47.424       4832.795          0.357
        23        38460          959            0           46           94           45        11302         7682   bba2XL-double      2000    h264     320      240      24      44000    121.575   no   HTTP/3.0      0.000      0.000     47.324       4834.878          0.344
        24        39593         1133            0           90          174           98        24699         8549   bba2XL-double      2000    h264     320      240      24      46000    123.246   no   HTTP/3.0      0.000      0.000     47.246       4881.197          0.333
        25        40000          405            0          131          706          143        35780        10143   bba2XL-double      2000    h264     320      240      24      48000     44.143   no   HTTP/3.0      0.000      0.000     47.185       4971.752          0.325
        26        40427          426            0          179          906          193        48279        11716   bba2XL-double      2000    h264     480      360      24      50000     42.869   no   HTTP/3.0      0.000      0.000     47.142       5103.084          0.319
        27        40939          510            0          221          944          240        60216        13205   bba2XL-double      2000    h264     480      360      24      52000     44.038   no   HTTP/3.0      0.000      0.000     47.113       5282.814          0.316
        28        41510          569            0          260          945          268        67244        14634   bba2XL-double      2000    h264     480      360      24      54000     44.692   no   HTTP/3.0      0.000      0.000     47.096       5504.429          0.314
        29        42316          804            0          327          947          380        95229        15829   bba2XL-double      2000    h264     480      360      24      56000     43.710   no   HTTP/3.0      0.000      0.000     47.097       5765.152          0.314
        30        43366         1048            0          382          928          486       121604        16779   bba2XL-double      2000    h264     480      360      24      58000     44.442   no   HTTP/3.0      0.000      0.006     47.111       6092.845          0.317
        31        44746         1378            0          523          948          653       163430        17400   bba2XL-double      2000    h264     854      480      24      60000     44.662   no   HTTP/3.0      0.000      0.022     47.158       6474.960          0.323
        32        46119         1372            0          594          950          652       163000        18028   bba2XL-double      2000    h264     854      480      24      62000     43.207   no   HTTP/3.0      0.000      0.038     47.215       6998.371          0.332
        33        47926         1805            0          795          950          857       214445        18221   bba2XL-double      2000    h264    1280      720      24      64000     44.559   no   HTTP/3.0      0.000      0.051     47.315       7592.418          0.346
        34        57629         9703            0         1032          238         1155       288976        10518   bba2XL-double      2000    h264    1280      720      24      66000     43.288   no   HTTP/3.0      0.000      0.057     47.459       8388.209          0.366
        35        63742         1586            0           46           58           46        11689         6406   bba2XL-double      2000    h264     320      240      24      68000    716.752   no   HTTP/3.0      0.000      0.048     47.415       7448.225          0.357
        36        64727          982            0           46           93           46        11522         7421   bba2XL-double      2000    h264     320      240      24      70000    121.083   no   HTTP/3.0      0.000      0.039     47.355       7494.544          0.348
        37        66805         2075            0           90           94           98        24589         7344   bba2XL-double      2000    h264     320      240      24      72000    126.846   no   HTTP/3.0      0.000      0.035     47.303       7540.863          0.341
        38        68784         1977            0           90           94           93        23402         7366   bba2XL-double      2000    h264     320      240      24      74000    123.432   no   HTTP/3.0      0.000      0.030     47.257       7631.418          0.335
        39        70928         2142            0           90           94          101        25403         7222   bba2XL-double      2000    h264     320      240      24      76000    120.992   no   HTTP/3.0      0.000      0.026     47.213       7721.973          0.328
        40        72999         2069            0           90           94           98        24563         7151   bba2XL-double      2000    h264     320      240      24      78000    121.934   no   HTTP/3.0      0.000      0.023     47.172       7812.528          0.322
        41        75017         2016            0           90           94           95        23899         7133   bba2XL-double      2000    h264     320      240      24      80000    121.196   no   HTTP/3.0      0.000      0.020     47.132       7903.083          0.317
        42        77066         2046            0           90           94           96        24210         7085   bba2XL-double      2000    h264     320      240      24      82000    121.412   no   HTTP/3.0      0.000      0.017     47.094       7993.638          0.311
        43        79108         2040            0           90           94           96        24199         7043   bba2XL-double      2000    h264     320      240      24      84000    121.587   no   HTTP/3.0      0.000      0.014     47.058       8084.193          0.306
        44        79708          597            0           90          342          102        25541         8444   bba2XL-double      2000    h264     320      240      24      86000    121.293   no   HTTP/3.0      0.000      0.012     47.024       8174.748          0.301
        45        80004          295            0          131          697          102        25718        10148   bba2XL-double      2000    h264     320      240      24      88000     43.837   no   HTTP/3.0      0.000      0.012     46.995       8265.303          0.298
        46        80211          204            0          179         1683          171        42940        11942   bba2XL-double      2000    h264     480      360      24      90000     43.918   no   HTTP/3.0      0.000      0.014     46.975       8396.635          0.295
        47        80502          288            0          221         1740          250        62674        13651   bba2XL-double      2000    h264     480      360      24      92000     44.270   no   HTTP/3.0      0.000      0.018     46.961       8576.365          0.293
        48        80801          296            0          260         1754          259        64918        15353   bba2XL-double      2000    h264     480      360      24      94000     44.024   no   HTTP/3.0      0.000      0.022     46.954       8797.980          0.293
        49        81236          434            0          327         1800          390        97702        16918   bba2XL-double      2000    h264     480      360      24      96000     44.245   no   HTTP/3.0      0.000      0.029     46.958       9058.703          0.293
        50        81801          563            0          382         1818          512       128007        18353   bba2XL-double      2000    h264     480      360      24      98000     44.949   no   HTTP/3.0      0.000      0.036     46.968       9386.396          0.295
        51        82382          579            0          523         1717          497       124313        19772   bba2XL-double      2000    h264     854      480      24     100000     44.280   no   HTTP/3.0      0.000      0.045     47.000       9768.511          0.300
