     Seg_#     Arr_time     Del_Time    Stall_Dur    Rep_Level     Del_Rate     Act_Rate    Byte_Size   Buff_Level      Algorithm   Seg_Dur   Codec   Width   Height     FPS   Play_Pos        RTT   Seg_Repl   Protocol     P.1203       Clae     Duanmu            Yin             Yu
        23        38100         1036            0           46           94           49        12255         8055   bba2XL-double      2000    h264     320      240      25      44000    121.452   no   HTTP/3.0      0.000      0.000     47.417       5129.671          0.355
        24        39871         1769            0           91          110           97        24398         8284   bba2XL-double      2000    h264     320      240      25      46000    122.178   no   HTTP/3.0      0.000      0.000     47.334       5176.449          0.344
        25        40323          450            0          134          602          135        33878         9832   bba2XL-double      2000    h264     320      240      25      48000     44.485   no   HTTP/3.0      0.000      0.000     47.270       5267.512          0.336
        26        40782          458            0          185          853          195        48884        11374   bba2XL-double      2000    h264     480      360      25      50000     43.967   no   HTTP/3.0      0.000      0.000     47.226       5402.374          0.330
        27        41287          503            0          231          948          238        59621        12870   bba2XL-double      2000    h264     480      360      25      52000     42.648   no   HTTP/3.0      0.000      0.000     47.196       5588.130          0.326
        28        41936          646            0          276          945          305        76381        14221   bba2XL-double      2000    h264     480      360      25      54000     44.251   no   HTTP/3.0      0.000      0.000     47.180       5819.654          0.324
        29        42687          749            0          366          946          354        88622        15471   bba2XL-double      2000    h264     480      360      25      56000     44.960   no   HTTP/3.0      0.000      0.000     47.188       6096.653          0.326
        30        43669          980            0          462          948          464       116156        16490   bba2XL-double      2000    h264     854      480      25      58000     44.203   no   HTTP/3.0      0.000      0.000     47.218       6463.075          0.330
        31        44848         1178            0          553          947          557       139447        17311   bba2XL-double      2000    h264     854      480      25      60000     45.136   no   HTTP/3.0      0.000      0.011     47.266       6925.147          0.338
        32        46210         1359            0          643          949          645       161344        17950   bba2XL-double      2000    h264     854      480      25      62000     43.824   no   HTTP/3.0      0.000      0.029     47.332       7478.229          0.347
        33        47968         1757            0          824          948          833       208420        18192   bba2XL-double      2000    h264    1024      576      25      64000     44.660   no   HTTP/3.0      0.000      0.044     47.434       8121.887          0.362
        34        49810         1840            0          824          950          874       218578        18350   bba2XL-double      2000    h264    1024      576      25      66000     44.085   no   HTTP/3.0      0.000      0.060     47.529       8946.388          0.375
        35        63814         1650            0           46           60           49        12491         6347   bba2XL-double      2000    h264     320      240      25      68000    715.710   no   HTTP/3.0      0.000      0.048     47.480       8215.443          0.366
        36        64836         1018            0           46           94           48        12060         7325   bba2XL-double      2000    h264     320      240      25      70000    119.370   no   HTTP/3.0      0.000      0.038     47.418       8262.221          0.357
        37        66901         2063            0           91           94           97        24487         7261   bba2XL-double      2000    h264     320      240      25      72000    121.409   no   HTTP/3.0      0.000      0.032     47.364       8308.999          0.350
        38        68945         2041            0           91           94           96        24214         7218   bba2XL-double      2000    h264     320      240      25      74000    121.952   no   HTTP/3.0      0.000      0.027     47.317       8400.062          0.343
        39        70929         1981            0           91           95           94        23547         7234   bba2XL-double      2000    h264     320      240      25      76000    120.399   no   HTTP/3.0      0.000      0.022     47.272       8491.125          0.337
        40        72918         1987            0           91           95           94        23598         7245   bba2XL-double      2000    h264     320      240      25      78000    121.709   no   HTTP/3.0      0.000      0.017     47.229       8582.188          0.330
        41        74913         1990            0           91           95           94        23668         7251   bba2XL-double      2000    h264     320      240      25      80000    119.926   no   HTTP/3.0      0.000      0.013     47.188       8673.251          0.325
        42        76896         1981            0           91           95           94        23531         7269   bba2XL-double      2000    h264     320      240      25      82000    121.175   no   HTTP/3.0      0.000      0.010     47.149       8764.314          0.319
        43        78927         2027            0           91           94           96        24062         7238   bba2XL-double      2000    h264     320      240      25      84000    119.838   no   HTTP/3.0      0.000      0.006     47.112       8855.377          0.314
        44        79965         1036            0           91          177           92        23004         8200   bba2XL-double      2000    h264     320      240      25      86000    121.244   no   HTTP/3.0      0.000      0.003     47.076       8946.440          0.309
        45        80349          381            0          134          699          133        33293         9816   bba2XL-double      2000    h264     320      240      25      88000     44.493   no   HTTP/3.0      0.000      0.003     47.046       9037.503          0.305
        46        80583          232            0          185         1660          192        48158        11583   bba2XL-double      2000    h264     480      360      25      90000     44.037   no   HTTP/3.0      0.000      0.005     47.026       9172.365          0.302
        47        80860          275            0          231         1737          238        59738        13306   bba2XL-double      2000    h264     480      360      25      92000     44.621   no   HTTP/3.0      0.000      0.010     47.013       9358.121          0.301
        48        81188          324            0          276         1761          285        71339        14979   bba2XL-double      2000    h264     480      360      25      94000     44.494   no   HTTP/3.0      0.000      0.015     47.007       9589.645          0.300
        49        81623          433            0          366         1798          389        97352        16545   bba2XL-double      2000    h264     480      360      25      96000     44.155   no   HTTP/3.0      0.000      0.024     47.015       9866.644          0.302
        50        82171          546            0          462         1820          496       124230        17997   bba2XL-double      2000    h264     854      480      25      98000     44.145   no   HTTP/3.0      0.000      0.033     47.036      10233.066          0.305
        51        82812          638            0          553         1832          584       146134        19357   bba2XL-double      2000    h264     854      480      25     100000     43.948   no   HTTP/3.0      0.000      0.043     47.069      10695.138          0.310
