     Seg_#     Arr_time     Del_Time    Stall_Dur    Rep_Level     Del_Rate     Act_Rate    Byte_Size   Buff_Level      Algorithm   Seg_Dur   Codec   Width   Height     FPS   Play_Pos        RTT   Seg_Repl   Protocol     P.1203       Clae     Duanmu            Yin             Yu
        29        42023          493            0          334          945          232        58241        16131    bba2XL-base      2000    h264     480      360      24      56000     43.996   no   HTTP/3.0      0.000      0.000     47.137       5861.904          0.319
        30        42484          459            0          396          945          216        54221        17670    bba2XL-base      2000    h264     480      360      24      58000     43.816   no   HTTP/3.0      0.000      0.002     47.152       6196.253          0.321
        31        43417          930            0          522          948          441       110288        18738    bba2XL-base      2000    h264     854      480      24      60000     44.010   no   HTTP/3.0      0.000      0.018     47.197       6592.379          0.328
        32        44537         1118            0          595          949          530       132674        19618    bba2XL-base      2000    h264     854      480      24      62000     44.052   no   HTTP/3.0      0.000      0.034     47.254       7114.665          0.336
        33        46099         1561            0          791          937          731       182888        20057    bba2XL-base      2000    h264    1280      720      24      64000     42.946   no   HTTP/3.0      0.000      0.048     47.351       7710.156          0.350
        34        48526         2426            0         1032          950         1153       288335        19630    bba2XL-base      2000    h264    1280      720      24      66000     42.636   no   HTTP/3.0      0.000      0.055     47.494       8501.338          0.370
        35        63650        15120            0         1032          151         1147       286797         6507    bba2XL-base      2000    h264    1280      720      24      68000     45.418   no   HTTP/3.0      0.000      0.064     47.627       9534.020          0.389
        36        67210         1434            0           45           62           45        11274         4947    bba2XL-base      2000    h264     320      240      24      70000    597.806   no   HTTP/3.0      0.000      0.053     47.581       8592.642          0.379
        37        68031          818            0           45           93           38         9602         6127    bba2XL-base      2000    h264     320      240      24      72000    121.052   no   HTTP/3.0      0.000      0.044     47.518       8638.294          0.370
        38        69011          978            0           45           94           46        11531         7148    bba2XL-base      2000    h264     320      240      24      74000    121.076   no   HTTP/3.0      0.000      0.035     47.458       8683.946          0.362
        39        70986         1973            0           89           94           93        23426         7173    bba2XL-base      2000    h264     320      240      24      76000    120.725   no   HTTP/3.0      0.000      0.030     47.406       8729.598          0.355
        40        73197         2208            0           89           95          104        26240         6963    bba2XL-base      2000    h264     320      240      24      78000    121.426   no   HTTP/3.0      0.000      0.025     47.360       8818.881          0.348
        41        74146          946            0           45           94           44        11147         8014    bba2XL-base      2000    h264     320      240      24      80000    120.385   no   HTTP/3.0      0.000      0.019     47.305       8820.902          0.341
        42        76224         2076            0           89           94           98        24607         7937    bba2XL-base      2000    h264     320      240      24      82000    125.366   no   HTTP/3.0      0.000      0.015     47.260       8866.554          0.335
        43        78463         2237            0          131           95          106        26588         7699    bba2XL-base      2000    h264     320      240      24      84000    122.023   no   HTTP/3.0      0.000      0.014     47.224       8955.837          0.330
        44        79662         1196            0          131          245          146        36661         8501    bba2XL-base      2000    h264     320      240      24      86000    121.485   no   HTTP/3.0      0.000      0.013     47.193       9086.924          0.325
        45        80047          383            0          178          831          159        39809        10117    bba2XL-base      2000    h264     480      360      24      88000     45.703   no   HTTP/3.0      0.000      0.014     47.167       9218.011          0.322
        46        80269          219            0          221         1677          183        45916        11895    bba2XL-base      2000    h264     480      360      24      90000     45.845   no   HTTP/3.0      0.000      0.017     47.150       9396.362          0.320
        47        80507          236            0          262         1692          199        49919        13658    bba2XL-base      2000    h264     480      360      24      92000     46.598   no   HTTP/3.0      0.000      0.022     47.139       9617.962          0.319
        48        80816          305            0          334         1740          265        66362        15350    bba2XL-base      2000    h264     480      360      24      94000     45.939   no   HTTP/3.0      0.000      0.028     47.139       9880.499          0.319
        49        81187          369            0          396         1772          327        81770        16979    bba2XL-base      2000    h264     480      360      24      96000     46.085   no   HTTP/3.0      0.000      0.036     47.149      10214.848          0.321
        50        81619          429            0          522         1793          384        96203        18548    bba2XL-base      2000    h264     854      480      24      98000     45.288   no   HTTP/3.0      0.000      0.046     47.177      10610.974          0.325
        51        82223          600            0          595         1820          546       136516        19945    bba2XL-base      2000    h264     854      480      24     100000     45.820   no   HTTP/3.0      0.000      0.055     47.212      11133.260          0.330
